gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_0-12,TenureGroup_13-24,TenureGroup_25-36,TenureGroup_37-48,TenureGroup_49-60,TenureGroup_61-72
1,0,0,0,0.14008375381828872,1,0,0,0,0,0,0,0,1,-1.4830720424080928,-0.705810386479181,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0.3030813470805062,0,0,0,1,0,1,0,0,0,-0.9632415102959672,-0.4038613264189875,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0.4253295420271693,0,0,1,0,1,1,1,1,1,-0.1527709043192346,0.1488586144655222,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,-1.0008993990172337,0,0,0,0,0,0,0,0,0,-1.3120095989334954,-0.9170494749267933,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,1.4440644999160286,1,1,0,0,0,0,0,0,0,-1.3037055968230782,-0.27058710698335153,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,-0.14516203439059186,1,0,0,0,1,1,1,1,1,0.34380842188372235,-0.02546362506999309,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,-1.2046463905950056,1,1,0,0,1,0,1,0,0,0.8652997544179315,-0.8845714376100794,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.7971524074394618,1,0,0,0,0,0,0,0,0,-1.5096448491614283,-0.8950312114685068,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,-0.26741022933725495,1,1,0,1,0,1,0,0,1,-0.1643965072738189,-0.3013511477434324,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0.9958211184449305,0,0,0,1,1,1,1,1,1,-0.2490973288000757,0.42371334434201574,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.163896992279451,1,0,0,0,1,0,0,1,0,0.6992197122095847,-0.8762211979752004,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,1.4848138982315828,1,0,0,0,0,0,0,0,0,-1.501340847051011,-0.3801070920892394,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,0,1.2810669066538112,1,1,1,1,0,0,1,1,1,1.2788390595167152,1.8664150101008357,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.8786512040705705,1,0,0,0,0,0,0,1,1,0.4700292539620663,-0.6478641182760859,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,1,-1.041648797332788,1,0,1,0,0,0,1,1,0,0.15613797418829067,-0.7847860739732743,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0.506828338658278,1,1,0,0,1,0,1,1,1,1.2339974481204619,1.06949450852577,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,1.4033151016004741,1,1,0,0,1,1,0,1,1,0.16278117587662463,1.0169978704001748,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0.6698259319204956,1,1,0,1,0,0,1,1,1,1.1310278219512864,1.121529686039964,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,1.4033151016004741,1,1,0,0,0,0,0,0,0,-1.3336000044205805,-0.3157003753265273,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0.506828338658278,1,0,0,0,0,0,0,0,0,-1.5328960550705968,-0.6304604609318116,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0.8735729234982674,1,1,0,0,1,1,0,1,1,0.9998245886066923,1.2143052432464365,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0.7513247285516043,1,0,1,1,0,0,0,0,1,0.4700292539620663,0.7544707311425423,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,1.1180693133915935,1,1,1,0,1,1,1,1,1,0.6626821029237485,1.1791463395206299,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.5119066192305812,1,1,0,0,1,0,1,0,1,0.7872421345800087,-0.23749378885143602,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1.607062093178246,1,1,1,1,1,0,1,0,0,1.1841734354579578,2.211587547428943,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.30815962765280935,1,0,0,0,0,0,0,0,0,-1.501340847051011,-0.8027830378179216,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.13952996996745598,-0.9812144742263905,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-1.0008993990172337,1,0,0,0,1,0,0,0,1,-0.46334058324884325,-0.8292181385567625,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.26741022933725495,1,1,0,0,1,1,0,0,1,0.6410916974366633,-0.008894991689206773,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,0,0.832823525182713,1,1,1,0,1,1,1,0,0,0.4119012391891449,0.8148561482916151,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1.3625657032849199,1,0,1,1,1,0,1,1,1,1.2672134565621311,2.078533071141593,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.30815962765280935,1,0,0,0,0,1,1,1,1,1.0197541936716943,0.01604585564128734,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,-0.3489090259683637,1,1,1,1,1,0,0,0,0,-0.021567670974640726,-0.32662160979635596,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,-1.1231475939638966,1,1,0,0,0,0,1,1,1,0.9599653784766895,-0.797663022462851,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,1,1,0,-1.2861451872261143,1,0,0,0,0,0,0,0,1,0.1760675792532921,-0.9807310393001606,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,1.3218163049693654,1,0,1,1,1,0,0,1,0,0.9765733826975241,1.680732049798919,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-0.9601500007016792,1,1,0,0,0,0,0,1,0,-0.16937890854006926,-0.773249558688244,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,-0.9194006023861249,1,0,0,0,0,0,0,0,1,-1.476428840719759,-0.9005467644904928,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,1.0773199150760393,0,0,0,0,0,1,1,1,1,-0.44175017776175796,0.30938098428865834,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.3218163049693654,1,1,1,0,1,1,0,1,0,0.3703812286370582,1.154842747320166,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0.3030813470805062,1,0,0,0,0,0,0,0,0,-1.4897152440964267,-0.6579063801527695,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,1,1,-0.5119066192305812,1,0,0,0,0,0,0,0,1,0.1810499805195427,-0.3651645580057715,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.3845801437116149,1,0,0,0,0,0,0,0,0,-1.501340847051011,-0.6381075224921745,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.488054443674343,-1.002749302758447,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,-1.0823981956483424,1,0,0,0,0,0,0,0,0,-1.49137604451851,-0.9675244760881545,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,0,1,0,0.22158255044939748,1,0,0,0,0,0,0,0,1,-1.4863936432522598,-0.6535554658167009,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-1.2453957889105598,1,1,0,0,0,0,0,1,0,-0.09796449039048018,-0.9596356970646766,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,0,0.1808331521338431,1,1,0,0,0,0,1,1,1,0.9134629666583521,0.5148847765659983,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.4660789403427237,1,0,0,0,0,0,0,0,0,-1.4814112419860093,-0.6136501100879103,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,0,0,0,-0.9194006023861249,1,0,1,0,0,0,1,0,1,0.6543781008133313,-0.6459523528859952,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,1.607062093178246,1,1,1,1,1,1,1,1,0,0.7656517290929234,1.854175316741289,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.14516203439059186,1,0,0,0,0,0,1,1,1,0.7573477269825061,0.14059627208995754,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,0,-0.3489090259683637,1,1,0,0,1,0,1,1,1,1.1974598388346251,0.03953639819309205,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,1,0,0,-1.163896992279451,0,0,0,1,0,0,1,1,1,-0.46666218409300997,-0.9204994423548881,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0.01783555887162562,1,0,0,1,1,0,0,0,1,0.4650468526958157,0.12084136305902,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,-1.2453957889105598,1,0,0,0,1,0,1,1,1,1.0131109919833603,-0.9317942401768035,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,1,1.607062093178246,1,1,0,1,1,1,1,1,1,1.5694791333813223,2.5225680508837027,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1.4033151016004741,1,0,1,0,1,1,0,1,0,0.09468835857120206,1.0221618343849026,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,1.3218163049693654,1,1,0,1,1,0,1,0,1,1.0131109919833603,1.69290582021398,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,-1.0008993990172337,1,0,0,0,0,0,0,0,0,-1.512966450005595,-0.9416607075348581,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0.832823525182713,1,0,1,1,1,0,1,1,1,1.3652006814650555,1.5240991337004504,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2453957889105598,1,0,0,0,0,0,0,0,0,-1.4930368449405937,-0.992860861085564,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,0,1.0365705167604848,1,1,1,1,0,1,1,1,1,1.4648487067900635,1.7982946341320851,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.6749042124927986,1,0,0,0,0,0,0,0,0,-1.49137604451851,-0.8814730592192426,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0,0,0.9550717201293761,1,1,0,0,0,0,0,0,1,-1.2970623951347442,-0.3769867393835741,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1.4440644999160286,1,1,0,0,0,0,0,0,0,-1.3435648069530814,-0.28322233800981333,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,-0.3489090259683637,1,0,0,0,0,0,0,0,0,-1.5030016474730943,-0.7927188016264094,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0.5883271352893868,1,0,0,0,0,0,0,0,0,-1.5030016474730943,-0.5945983791314887,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,0,0,0,-1.2861451872261143,1,1,1,0,0,0,0,0,1,0.5547300754883231,-0.9757208955192332,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,1.5663126948626918,0,0,1,1,0,1,1,1,0,-0.210898919092156,0.8101536449182886,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0.7513247285516043,1,1,1,1,0,0,1,0,1,0.9898597860741917,1.1144319823503168,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.0365705167604848,1,0,0,0,1,0,0,0,0,-0.48825258958009526,0.2534563530497971,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-0.9194006023861249,1,0,0,1,0,0,0,0,0,-0.45835818198259265,-0.7926528786819236,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,-0.1859114327061462,1,1,0,0,0,0,0,0,0,-1.3053663972451615,-0.6887802924869935,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.4897152440964267,-1.0027712770732757,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,1,1.1180693133915935,1,0,0,0,0,0,0,0,0,-1.4963584457847605,-0.4886821816574961,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,1,-1.163896992279451,1,1,0,0,0,0,0,0,0,-0.46998378493717696,-0.9063479836052508,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-0.43040782259947247,1,1,0,1,0,0,1,1,1,1.1841734354579578,0.050149992255319784,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.9194006023861249,1,0,0,0,0,0,0,0,1,-0.6377246275676074,-0.8199230033842523,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,0,0.9550717201293761,1,0,0,0,0,0,1,1,0,0.8204581430216781,1.165126726659964,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,-1.0008993990172337,1,0,0,0,0,0,1,0,1,0.4982628611374851,-0.7371237851099777,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,1.3218163049693654,1,1,0,1,1,0,1,0,1,1.011450191561277,1.7234281435109458,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.43040782259947247,1,0,0,0,0,0,0,0,0,-1.469785639031425,-0.8128252996946052,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,1.4848138982315828,1,1,0,1,1,1,1,0,1,1.0845254101329496,1.952070889302832,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1.2403175083382567,1,1,0,1,1,1,1,1,1,1.469831108056314,1.9950746234224597,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0.3845801437116149,1,1,0,0,1,0,0,0,0,0.4949412602933183,0.444566969114385,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,-0.7564030091239073,1,0,0,0,0,0,0,1,1,0.5281572687349877,-0.504987123260339,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.8786512040705705,1,0,0,1,1,1,0,1,1,0.9699301810091903,-0.572184578006287,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,1.4440644999160286,0,0,1,0,1,0,1,1,1,-0.36203175750175154,0.6560038263954548,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,1,1,0,-0.715653610808353,1,1,0,0,1,1,0,0,1,0.5995716868845765,-0.4586213189719315,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1.607062093178246,1,1,1,1,0,1,0,0,0,-0.008281267597972791,1.0999948575079073,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.2266608310217006,1,1,1,1,0,1,1,0,0,1.1874950363021244,0.21610001784112748,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,1,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.469785639031425,-1.0025075852953322,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0.14008375381828872,1,0,0,1,0,0,1,1,1,0.9898597860741917,0.5554273874248191,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,-0.2266608310217006,0,0,1,0,0,0,0,0,0,-1.1376255546147314,-0.6577965085786264,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,0,1.158818711707148,1,1,0,1,1,0,1,1,1,1.3469318768221374,1.7489842716566413,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,-1.2453957889105598,1,0,1,0,0,0,1,1,0,1.066256605490031,-0.930695524435372,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,1,0.09933435550273437,1,0,0,0,1,0,1,0,1,0.6693253046120825,0.32028024444365827,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0.1808331521338431,1,0,0,0,0,0,0,0,0,-1.4847328428301763,-0.6796389775182836,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1.158818711707148,1,0,0,0,0,0,0,0,0,-1.476428840719759,-0.43767979694024783,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,-0.8379018057550162,1,0,0,0,0,0,0,0,0,-1.4897152440964267,-0.8970528484327407,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1.1995681100227022,1,1,0,0,0,0,1,1,1,0.9632869793208563,1.5185835806784644,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.163896992279451,1,1,0,0,0,0,0,0,0,-0.47496618620342734,-0.9173351410195654,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,1.4440644999160286,1,1,1,0,1,1,1,1,1,1.4631879063679802,2.2882779061808587,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0.9143223218138218,1,0,0,0,0,0,0,0,0,-1.5046624478951778,-0.5105905735416395,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.1808331521338431,0,0,0,0,1,0,0,1,1,-0.8237342748409557,-0.36169261626284815,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0.9550717201293761,1,1,1,1,0,0,1,1,1,1.38180868568589,1.5786833317347653,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0.4660789403427237,1,1,0,0,0,0,1,1,1,1.0330405970483618,0.9063352209231986,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-0.5119066192305812,1,0,0,0,0,0,0,0,1,-1.5113056495835118,-0.8301190854647362,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0.7920741268671586,0,0,1,0,0,0,0,1,1,-0.8336990773734566,-0.12346906920567921,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-1.0823981956483424,1,1,0,0,0,0,0,0,0,-1.3252960023101632,-0.9364747692353015,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1,1,1,0,0.8735729234982674,1,1,0,1,1,1,1,1,1,1.5096903181863175,1.6594609130448061,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,-1.0008993990172337,1,1,1,1,0,1,0,1,1,0.3703812286370582,-0.7278066756226389,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,1,1,1,-0.022913839443928746,1,1,0,1,0,0,1,1,1,1.1758694333475403,0.4024861562175601,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,0,1.1180693133915935,1,1,0,1,0,0,1,1,1,1.1559398282825384,1.6190281737601284,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-0.6609758334767758,-0.9918060939737898,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.9194006023861249,1,1,0,0,0,0,0,0,1,0.3238788168187209,-0.6601917088949468,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,0.9550717201293761,1,1,0,0,1,0,1,1,1,1.1559398282825384,1.4123377684820424,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,-0.6749042124927986,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.8677171381365207,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,0.01783555887162562,1,0,1,1,0,1,0,0,1,-0.13118049883214955,-0.12456778494711067,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-1.5312352546485133,-1.0033206349439914,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,-0.8786512040705705,1,0,0,0,0,0,0,0,0,-1.4863936432522598,-0.9202137762621159,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,-1.2861451872261143,1,0,0,0,0,0,1,0,1,0.4716900543841497,-0.9768196112606647,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1.607062093178246,1,1,1,0,1,1,1,1,0,0.6410916974366633,1.6240163432262273,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,-0.26741022933725495,1,0,0,0,1,0,0,0,0,-0.48659178915801166,-0.44653544581618543,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,-1.041648797332788,1,0,0,0,0,0,0,0,0,-1.473107239875592,-0.9527137878936583,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,-1.1231475939638966,0,0,0,0,0,0,1,1,0,-0.6410462284117742,-0.9246086392278418,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.43040782259947247,1,1,0,0,0,0,0,1,0,0.5995716868845765,-0.22085923252616377,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,1,1.607062093178246,1,1,0,0,0,0,0,0,1,-1.3219744014659962,-0.22103502704479275,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0.6698259319204956,1,1,1,1,1,0,0,0,1,0.7706341303591739,0.8163943503296192,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0.058584957187179994,1,1,0,0,0,0,0,0,1,-1.3086879980893285,-0.6085520690476682,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,1,1,-0.715653610808353,1,0,0,0,0,0,0,0,0,-1.516288050849762,-0.8890761721499484,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,-0.1044126360750375,1,0,0,0,0,0,0,0,0,-1.5046624478951778,-0.73692601627652,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,1,-1.2861451872261143,1,0,0,0,0,0,0,0,0,-0.6792446381196942,-0.9920478114369046,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.163896992279451,1,0,0,0,0,0,0,0,0,-1.5279136538043463,-0.9769514571496364,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0.3030813470805062,1,0,1,0,1,0,0,1,0,0.0814019551945346,0.1886101499905123,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.1995681100227022,0,0,1,1,0,1,1,0,0,-0.5413982030867661,0.31058957160423295,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2861451872261143,0,0,0,0,0,0,0,0,1,-1.32363520188808,-1.0005738455904127,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,0,-0.38965842428391806,1,0,1,0,0,0,0,0,1,0.3454692223058062,-0.28930922321734365,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0.14008375381828872,0,0,1,0,1,1,0,0,0,-0.8087870710422046,-0.3315878049476262,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,0,1,1,-0.1859114327061462,1,0,0,1,1,1,1,0,0,0.9267493700350201,0.20502496316749824,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,-0.8379018057550162,1,1,0,0,0,0,0,0,1,0.38532843243580905,-0.6191656631098962,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.4848138982315828,1,0,0,0,0,1,1,1,1,1.0031461894508595,1.9204937988940918,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,-0.5934054158616899,0,0,0,0,0,0,0,0,0,-1.3103487985114122,-0.80601326209773,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,-0.06366323775948311,1,0,0,0,1,1,0,0,1,-0.32383334779383177,-0.2576222612344603,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,0.4253295420271693,1,1,0,1,0,0,1,0,1,0.8387269476645961,0.6754510950187916,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1.0365705167604848,1,1,0,0,0,0,1,0,0,0.5813028822416585,1.1102348882180486,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0.832823525182713,1,0,0,0,0,0,0,0,0,-1.5030016474730943,-0.549133521751055,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2861451872261143,1,1,0,0,0,0,0,0,1,-0.494895791268429,-0.9896086624909268,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,-0.30815962765280935,1,0,0,0,0,0,0,0,1,-1.5212704521160125,-0.7777762675429416,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,-0.30815962765280935,1,0,0,1,0,1,0,0,1,-0.34044135201466647,-0.4550834542845222,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1.607062093178246,1,1,1,1,0,0,0,0,0,-0.17436130980631964,0.8627821289328554,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1231475939638966,0,0,1,1,1,1,0,0,1,-0.7224254490938642,-0.9153794269998174,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,1,0,-0.022913839443928746,1,1,0,0,0,0,1,1,1,0.9367141725675209,0.276507409305029,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.14008375381828872,1,1,0,0,0,0,0,1,1,0.6610213025016651,0.3363654428982148,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,1,0.4660789403427237,1,1,0,0,0,0,0,0,0,-1.3053663972451615,-0.5235773936053593,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1.4440644999160286,0,0,1,1,1,1,1,1,0,-0.021567670974640726,0.983465065971687,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,-0.14516203439059186,0,0,0,1,0,1,0,0,0,-1.019708724646805,-0.57005306946791,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,-1.041648797332788,1,1,0,0,0,0,0,0,1,0.3288612180849715,-0.7737989165589596,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
